edinet_cd,name,部門区分,行区分,正規化group1,正規化科目,unit,表示単位,2017/3/31,2018/3/31,2019/3/31,2020/3/31,2021/3/31,2022/3/31,2023/3/31,2024/3/31,2025/3/31,2026/3/31
E04500,北海道電力株式会社,販売費,個別勘定科目,,雑給,JPY,百万円,299,203,207,254,159,181,199,220,368,535
E04500,北海道電力株式会社,販売費,個別勘定科目,,貸倒損,JPY,百万円,189,559,198,,506,522,398,131,323,358
E04500,北海道電力株式会社,販売費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-9,-121,-106,-89,-22,-18,-22,-24,-24,-37
E04500,北海道電力株式会社,販売費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,0,-115,-101,-84,-17,-12,-16,-19,-5,
E04500,北海道電力株式会社,販売費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-9,-6,-5,-5,-5,-6,-6,-5,-18,-37
E04500,北海道電力株式会社,販売費,個別勘定科目,,消耗品費,JPY,百万円,388,326,262,229,146,119,117,120,44,45
E04500,北海道電力株式会社,販売費,区分合計,,合計,JPY,百万円,24717,25231,22593,23457,16385,16390,16029,21337,19280,21161
E04500,北海道電力株式会社,貸付設備費,個別勘定科目合計,,諸税,JPY,百万円,3,3,4,4,5,5,5,6,7,7
E04500,北海道電力株式会社,貸付設備費,内訳,諸税,固定資産税,JPY,百万円,3,3,3,3,4,4,4,5,5,6
E04500,北海道電力株式会社,貸付設備費,内訳,諸税,雑税,JPY,百万円,0,0,0,0,0,0,0,1,1,1
E04500,北海道電力株式会社,貸付設備費,区分合計,,合計,JPY,百万円,3,3,4,4,5,5,5,6,7,7
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,委託費,JPY,百万円,3848,3605,3016,4589,5781,6152,6709,5687,5093,6209
E04500,北海道電力株式会社,一般管理費,個別勘定科目合計,,厚生費,JPY,百万円,1855,1886,1436,1324,1390,1249,1220,1159,1146,1192
E04500,北海道電力株式会社,一般管理費,内訳,厚生費,法定厚生費,JPY,百万円,1089,1113,982,956,911,912,932,900,912,946
E04500,北海道電力株式会社,一般管理費,内訳,厚生費,一般厚生費,JPY,百万円,765,772,453,368,479,336,287,259,234,246
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,損害保険料,JPY,百万円,5,6,4,5,6,16,20,30,25,21
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,補償費,JPY,百万円,4,1,9,1,18,0,0,0,0,283
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,給料手当,JPY,百万円,7175,7259,6405,6173,5854,5887,5897,5850,6182,6279
E04500,北海道電力株式会社,一般管理費,個別勘定科目合計,,諸税,JPY,百万円,953,951,961,933,480,773,385,389,409,447
E04500,北海道電力株式会社,一般管理費,内訳,諸税,固定資産税,JPY,百万円,612,595,598,583,256,229,206,201,208,202
E04500,北海道電力株式会社,一般管理費,内訳,諸税,雑税,JPY,百万円,341,355,362,349,224,544,179,187,201,245
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,消耗品費,JPY,百万円,203,165,127,139,158,90,104,139,156,146
E04500,北海道電力株式会社,一般管理費,個別勘定科目合計,,減価償却費,JPY,百万円,4829,4709,4842,5338,3221,3202,3234,3591,3094,2264
E04500,北海道電力株式会社,一般管理費,内訳,減価償却費,普通償却費,JPY,百万円,4829,4709,4842,5338,3221,3202,3234,3591,3094,2264
E04500,北海道電力株式会社,一般管理費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-77,-73,-65,-34,-19,-24,-28,-33,-98,-212
E04500,北海道電力株式会社,一般管理費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-21,-14,-22,-8,-4,-8,-5,-5,-70,-205
E04500,北海道電力株式会社,一般管理費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-55,-58,-43,-25,-14,-15,-23,-27,-28,-7
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,雑給,JPY,百万円,206,204,158,194,261,263,320,354,436,570
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,研究費,JPY,百万円,1539,1546,1540,1509,1530,1513,1470,1470,1459,1562
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,養成費,JPY,百万円,744,753,511,523,236,275,311,377,469,494
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,修繕費,JPY,百万円,1714,1894,1662,2338,1198,1317,1024,1122,1117,1842
E04500,北海道電力株式会社,一般管理費,個別勘定科目合計,,固定資産除却費,JPY,百万円,291,307,285,274,32,53,65,63,883,240
E04500,北海道電力株式会社,一般管理費,内訳,固定資産除却費,除却損,JPY,百万円,163,159,221,58,6,8,10,28,805,30
E04500,北海道電力株式会社,一般管理費,内訳,固定資産除却費,除却費用,JPY,百万円,127,148,63,215,26,44,55,35,78,210
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,役員給与,JPY,百万円,428,436,421,393,374,395,360,385,431,423
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,建設分担関連費振替額|貸方,JPY,百万円,-349,-257,-245,-162,-26,-13,-26,-156,-252,-529
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,附帯事業営業費用分担関連費振替額|貸方,JPY,百万円,-2,-1,-1,-2,-33,-23,-19,-33,-29,-43
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,諸費,JPY,百万円,3864,3873,2897,3359,4841,4306,4539,5405,4702,6176
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,退職給与金,JPY,百万円,1518,2082,3112,5907,2854,1850,2444,2570,1823,-481
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,賃借料,JPY,百万円,2536,2592,1890,1988,2981,3083,3133,3008,2444,1923
E04500,北海道電力株式会社,一般管理費,個別勘定科目,,普及開発関係費,JPY,百万円,633,596,525,783,815,809,685,638,785,917
E04500,北海道電力株式会社,一般管理費,区分合計,,合計,JPY,百万円,31925,32540,29497,35580,31959,31181,31854,32023,30283,29729
E04500,北海道電力株式会社,休止設備費,個別勘定科目合計,,諸税,JPY,百万円,,,,0,45,40,38,36,79,156
E04500,北海道電力株式会社,休止設備費,内訳,諸税,雑税,JPY,百万円,,,,0,,,,,1,2
E04500,北海道電力株式会社,休止設備費,内訳,諸税,固定資産税,JPY,百万円,,,,,45,40,38,36,78,154
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,修繕費,JPY,百万円,,,,499,77,75,62,64,1659,137
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,賃借料,JPY,百万円,,,,1,0,0,0,0,11,9
E04500,北海道電力株式会社,休止設備費,個別勘定科目合計,,厚生費,JPY,百万円,,,,19,,,,,29,0
E04500,北海道電力株式会社,休止設備費,内訳,厚生費,一般厚生費,JPY,百万円,,,,1,,,,,12,0
E04500,北海道電力株式会社,休止設備費,内訳,厚生費,法定厚生費,JPY,百万円,,,,17,,,,,17,
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,雑給,JPY,百万円,,,,2,,,,,6,
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,給料手当,JPY,百万円,,,,109,,,,,108,
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,損害保険料,JPY,百万円,,,,0,0,0,0,0,0,0
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,消耗品費,JPY,百万円,,,,11,10,10,10,10,48,15
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,廃棄物処理費,JPY,百万円,,,,121,16,,,,6,
E04500,北海道電力株式会社,休止設備費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,,,,0,,,,,0,
E04500,北海道電力株式会社,休止設備費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,,,,0,,,,,0,
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,委託費,JPY,百万円,,,,24,16,16,14,19,99,32
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,諸費,JPY,百万円,,,,6,0,2,0,0,168,418
E04500,北海道電力株式会社,休止設備費,個別勘定科目合計,,減価償却費,JPY,百万円,,,,207,184,178,290,533,322,332
E04500,北海道電力株式会社,休止設備費,内訳,減価償却費,普通償却費,JPY,百万円,,,,207,184,178,290,533,322,332
E04500,北海道電力株式会社,休止設備費,個別勘定科目合計,,固定資産除却費,JPY,百万円,,,,1,3,0,0,,1,16
E04500,北海道電力株式会社,休止設備費,内訳,固定資産除却費,除却損,JPY,百万円,,,,0,0,0,0,,0,0
E04500,北海道電力株式会社,休止設備費,内訳,固定資産除却費,除却費用,JPY,百万円,,,,1,3,,,,1,16
E04500,北海道電力株式会社,休止設備費,個別勘定科目,,補償費,JPY,百万円,,,,,,,,,500,
E04500,北海道電力株式会社,休止設備費,区分合計,,合計,JPY,百万円,,,,1005,356,325,417,664,3042,1119
E04500,北海道電力株式会社,その他,個別勘定科目,,再エネ特措法納付金,JPY,百万円,53283,58616,59380,62915,60209,,,,,
E04500,北海道電力株式会社,その他,個別勘定科目,,電源開発促進税,JPY,百万円,11186,11128,10944,11049,,,,,,
E04500,北海道電力株式会社,その他,個別勘定科目,,事業税,JPY,百万円,6745,6891,7001,6558,3796,4177,4595,4996,4792,4403
E04500,北海道電力株式会社,その他,個別勘定科目,,電力費振替勘定|貸方,JPY,百万円,-56,-71,-157,-28,-6,-4,-10,-33,-77,-197
E04500,北海道電力株式会社,その他,個別勘定科目,,接続供給託送料,JPY,百万円,,,,,151125,151637,158632,169764,170057,167948
E04500,北海道電力株式会社,その他,区分合計,,合計,JPY,百万円,71158,76565,77168,80495,215125,155810,163217,174727,174772,172154
E04500,北海道電力株式会社,合計,個別勘定科目,,水利使用料,JPY,百万円,1156,1140,1173,1173,1179,1159,1139,1150,1117,1131
E04500,北海道電力株式会社,合計,個別勘定科目,,役員給与,JPY,百万円,428,436,421,393,374,395,360,385,431,423
E04500,北海道電力株式会社,合計,個別勘定科目,,託送料,JPY,百万円,6009,6074,6121,6032,,,,,,
E04500,北海道電力株式会社,合計,個別勘定科目,,廃棄物処理費,JPY,百万円,7887,7767,7456,6944,6832,6907,6511,7249,7707,8843
E04500,北海道電力株式会社,合計,個別勘定科目,,養成費,JPY,百万円,744,753,511,523,236,275,311,377,469,494
E04500,北海道電力株式会社,合計,個別勘定科目,,補償費,JPY,百万円,1912,2131,2128,1884,1333,1149,1118,1078,1497,1232
E04500,北海道電力株式会社,合計,個別勘定科目合計,,減価償却費,JPY,百万円,79560,77653,84123,68722,43937,43526,44975,37322,36058,34554
E04500,北海道電力株式会社,合計,内訳,減価償却費,普通償却費,JPY,百万円,79560,77653,79294,68722,43937,43526,44941,37322,36058,34554
E04500,北海道電力株式会社,合計,内訳,減価償却費,試運転償却費,JPY,百万円,,,4828,,,,34,,,
E04500,北海道電力株式会社,合計,個別勘定科目,,事業者間精算費,JPY,百万円,298,474,343,790,,,,,,
E04500,北海道電力株式会社,合計,個別勘定科目,,賃借料,JPY,百万円,9847,9752,7576,7953,3677,3761,3821,3714,3181,2663
E04500,北海道電力株式会社,合計,個別勘定科目,,貸倒損,JPY,百万円,189,559,198,,506,522,398,131,323,358
E04500,北海道電力株式会社,合計,個別勘定科目,,諸費,JPY,百万円,10301,11143,9777,10212,9549,8565,8701,10389,9242,11949
E04500,北海道電力株式会社,合計,個別勘定科目,,退職給与金,JPY,百万円,1518,2082,3112,5907,2854,1850,2444,2570,1823,-481
E04500,北海道電力株式会社,合計,個別勘定科目,,再エネ特措法納付金,JPY,百万円,53283,58616,59380,62915,60209,,,,,
E04500,北海道電力株式会社,合計,個別勘定科目合計,,原子力損害賠償資金補助法負担金,JPY,百万円,6,5,6,6,5,6,6,6,7,7
E04500,北海道電力株式会社,合計,内訳,原子力損害賠償資金補助法負担金,原子力損害賠償資金補助法一般負担金,JPY,百万円,6,5,6,6,5,6,6,6,7,7
E04500,北海道電力株式会社,合計,個別勘定科目合計,,厚生費,JPY,百万円,8099,8034,7939,8032,3943,3860,3838,3803,3817,4000
E04500,北海道電力株式会社,合計,内訳,厚生費,一般厚生費,JPY,百万円,1760,1770,1639,1654,954,831,790,764,747,762
E04500,北海道電力株式会社,合計,内訳,厚生費,法定厚生費,JPY,百万円,6339,6264,6300,6378,2988,3029,3048,3038,3070,3237
E04500,北海道電力株式会社,合計,個別勘定科目,,委託費,JPY,百万円,42858,35665,36735,37199,23466,23751,25563,30634,33721,39629
E04500,北海道電力株式会社,合計,個別勘定科目合計,,燃料費,JPY,百万円,120372,142254,145996,117716,88008,159908,276132,212232,172124,136720
E04500,北海道電力株式会社,合計,内訳,燃料費,助燃費及び蒸気料,JPY,百万円,782,674,1266,1053,1241,1617,2084,2242,1902,2030
E04500,北海道電力株式会社,合計,内訳,燃料費,石炭費,JPY,百万円,58691,74090,81763,60729,48842,84366,151019,132894,104150,83003
E04500,北海道電力株式会社,合計,内訳,燃料費,運炭費及び運搬費,JPY,百万円,377,387,438,283,286,287,292,291,289,395
E04500,北海道電力株式会社,合計,内訳,燃料費,燃料油費,JPY,百万円,60520,67102,56792,36491,24330,50449,85407,45495,24103,26155
E04500,北海道電力株式会社,合計,内訳,燃料費,ガス費,JPY,百万円,,,5735,19157,13308,23187,37328,31308,41677,25134
E04500,北海道電力株式会社,合計,個別勘定科目合計,,諸税,JPY,百万円,16272,15921,15799,15512,9480,9576,8752,8546,8181,7885
E04500,北海道電力株式会社,合計,内訳,諸税,固定資産税,JPY,百万円,14738,14361,14191,13846,8166,7920,7353,7211,6867,6538
E04500,北海道電力株式会社,合計,内訳,諸税,雑税,JPY,百万円,1533,1559,1608,1665,1313,1656,1398,1335,1313,1346
E04500,北海道電力株式会社,合計,個別勘定科目,,修繕費,JPY,百万円,97303,82211,71786,79997,37140,29088,35813,41381,41627,46651
E04500,北海道電力株式会社,合計,個別勘定科目合計,,固定資産除却費,JPY,百万円,7563,9708,7824,10218,1915,6413,6889,4780,7566,4916
E04500,北海道電力株式会社,合計,内訳,固定資産除却費,除却損,JPY,百万円,1918,3033,1846,1432,829,4245,1351,1734,2497,1170
E04500,北海道電力株式会社,合計,内訳,固定資産除却費,除却費用,JPY,百万円,5645,6675,5978,8785,1085,2168,5538,3045,5069,3745
E04500,北海道電力株式会社,合計,個別勘定科目,,雑給,JPY,百万円,1613,1594,1319,1367,794,897,1032,1366,1670,2187
E04500,北海道電力株式会社,合計,個別勘定科目,,普及開発関係費,JPY,百万円,1146,1753,1807,2242,2546,2820,2875,3623,3948,5394
E04500,北海道電力株式会社,合計,個別勘定科目,,給料手当,JPY,百万円,42369,41719,41776,41704,19426,19752,19723,19612,20353,21663
E04500,北海道電力株式会社,合計,個別勘定科目,,原子力発電施設解体費,JPY,百万円,2524,2533,4328,4307,4456,4623,4850,5166,,
E04500,北海道電力株式会社,合計,個別勘定科目,,共有設備費等分担額,JPY,百万円,224,232,238,233,219,227,244,272,281,319
E04500,北海道電力株式会社,合計,個別勘定科目,,共有設備費等分担額|貸方,JPY,百万円,-10,-12,-18,-9,-9,-12,-11,-12,-90,-111
E04500,北海道電力株式会社,合計,個別勘定科目合計,,他社購入電源費,JPY,百万円,113798,126203,136106,156472,134403,82499,178602,198176,181038,161736
E04500,北海道電力株式会社,合計,内訳,他社購入電源費,新エネルギー等電源費,JPY,百万円,69695,81750,87453,109895,87990,26739,36167,18755,21399,19482
E04500,北海道電力株式会社,合計,内訳,他社購入電源費,その他の電源費,JPY,百万円,44103,44452,48652,46577,46412,55759,142434,179420,159638,142254
E04500,北海道電力株式会社,合計,個別勘定科目,,研究費,JPY,百万円,1539,1546,1540,1509,1530,1513,1470,1470,1459,1562
E04500,北海道電力株式会社,合計,個別勘定科目,,建設分担関連費振替額|貸方,JPY,百万円,-349,-257,-245,-162,-26,-13,-26,-156,-252,-529
E04500,北海道電力株式会社,合計,個別勘定科目,,附帯事業営業費用分担関連費振替額|貸方,JPY,百万円,-2,-1,-1,-2,-33,-23,-19,-33,-29,-43
E04500,北海道電力株式会社,合計,個別勘定科目,,電源開発促進税,JPY,百万円,11186,11128,10944,11049,,,,,,
E04500,北海道電力株式会社,合計,個別勘定科目,,地帯間購入電源費,JPY,百万円,123,300,1495,788,,,,,,
E04500,北海道電力株式会社,合計,個別勘定科目,,事業税,JPY,百万円,6745,6891,7001,6558,3796,4177,4595,4996,4792,4403
E04500,北海道電力株式会社,合計,個別勘定科目,,電力費振替勘定|貸方,JPY,百万円,-56,-71,-157,-28,-6,-4,-10,-33,-77,-197
E04500,北海道電力株式会社,合計,個別勘定科目合計,,原賠・廃炉等支援機構負担金,JPY,百万円,6520,6520,6520,6520,7145,6466,6466,6466,6466,6466
E04500,北海道電力株式会社,合計,内訳,原賠・廃炉等支援機構負担金,原賠・廃炉等支援機構一般負担金,JPY,百万円,6520,6520,6520,6520,7145,6466,6466,6466,6466,6466
E04500,北海道電力株式会社,合計,個別勘定科目,,損害保険料,JPY,百万円,523,475,410,411,345,345,352,366,361,357
E04500,北海道電力株式会社,合計,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-661,-752,-766,-776,-90,-100,-98,-115,-208,-349
E04500,北海道電力株式会社,合計,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-76,-72,-56,-72,-31,-32,-38,-36,-57,-53
E04500,北海道電力株式会社,合計,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-585,-680,-710,-703,-58,-67,-59,-78,-151,-296
E04500,北海道電力株式会社,合計,個別勘定科目,,消耗品費,JPY,百万円,2035,1770,1610,1618,1160,998,1052,1260,1102,1172
E04500,北海道電力株式会社,合計,個別勘定科目合計,,使用済燃料再処理等拠出金費,JPY,百万円,1877,1668,1668,1668,,,,,,
E04500,北海道電力株式会社,合計,内訳,使用済燃料再処理等拠出金費,使用済燃料再処理等既発電費,JPY,百万円,1668,1668,1668,1668,,,,,,
E04500,北海道電力株式会社,合計,内訳,使用済燃料再処理等拠出金費,使用済燃料再処理等拠出金発電費,JPY,百万円,208,,,,,,,,,
E04500,北海道電力株式会社,合計,個別勘定科目,,非化石証書購入費,JPY,百万円,,,,3,2567,487,399,1493,1758,3683
E04500,北海道電力株式会社,合計,個別勘定科目,,接続供給託送料,JPY,百万円,,,,,151125,151637,158632,169764,170057,167948
E04500,北海道電力株式会社,合計,個別勘定科目,,非化石証書関連振替額,JPY,百万円,,,,,-197,98,-203,206,-947,-921
E04500,北海道電力株式会社,合計,個別勘定科目,,廃炉拠出金費,JPY,百万円,,,,,,,,,2050,2050
E04500,北海道電力株式会社,合計,区分合計,,合計,JPY,百万円,656763,675630,683992,677610,623805,577111,806706,779645,722635,677771
E04501,東北電力株式会社,水力発電費,個別勘定科目,,損害保険料,JPY,百万円,32,29,29,29,30,33,36,44,28,30
E04501,東北電力株式会社,水力発電費,個別勘定科目,,雑給,JPY,百万円,18,24,33,34,30,25,41,42,30,8
E04501,東北電力株式会社,水力発電費,個別勘定科目,,水利使用料,JPY,百万円,2542,2629,2626,2609,2604,2607,2592,2625,2651,2635
E04501,東北電力株式会社,水力発電費,個別勘定科目,,給料手当,JPY,百万円,3926,4141,4436,4732,4883,4884,4883,5306,5109,5233
E04501,東北電力株式会社,水力発電費,個別勘定科目,,委託費,JPY,百万円,1449,1465,1033,947,837,968,1135,1031,1327,1670
E04501,東北電力株式会社,水力発電費,個別勘定科目,,諸費,JPY,百万円,373,401,698,521,884,1095,2414,938,1164,909
E04501,東北電力株式会社,水力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,10566,10850,10799,11088,10442,8078,8429,7630,8577,8998
E04501,東北電力株式会社,水力発電費,内訳,減価償却費,特別償却費,JPY,百万円,157,,,,,,,,,
E04501,東北電力株式会社,水力発電費,内訳,減価償却費,試運転償却費,JPY,百万円,35,245,,,,,,,,
E04501,東北電力株式会社,水力発電費,内訳,減価償却費,普通償却費,JPY,百万円,10373,10605,10799,11088,10442,8078,8429,7630,8577,8998
E04501,東北電力株式会社,水力発電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-63,-60,-65,-63,-52,-55,-52,-39,-57,-53
E04501,東北電力株式会社,水力発電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-63,-60,-65,-63,-52,-55,-52,-39,-57,-53
E04501,東北電力株式会社,水力発電費,個別勘定科目,,修繕費,JPY,百万円,11453,11827,9909,8025,8851,10041,13261,11643,14255,16576
E04501,東北電力株式会社,水力発電費,個別勘定科目合計,,諸税,JPY,百万円,2170,2261,2328,2291,2349,2227,2250,2262,2234,2216
E04501,東北電力株式会社,水力発電費,内訳,諸税,固定資産税,JPY,百万円,2155,2227,2313,2285,2348,2226,2250,2261,2232,2215
E04501,東北電力株式会社,水力発電費,内訳,諸税,雑税,JPY,百万円,15,33,14,5,1,1,0,0,1,1
E04501,東北電力株式会社,水力発電費,個別勘定科目,,消耗品費,JPY,百万円,62,119,79,63,84,86,83,86,108,117
E04501,東北電力株式会社,水力発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,1793,2154,1935,2609,1869,1991,1699,1697,2003,2019
E04501,東北電力株式会社,水力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,1160,1428,1341,1381,889,1442,1137,1210,1455,1502
E04501,東北電力株式会社,水力発電費,内訳,固定資産除却費,除却損,JPY,百万円,632,726,594,1227,979,548,562,486,547,516
E04501,東北電力株式会社,水力発電費,個別勘定科目,,共有設備費等分担額,JPY,百万円,344,357,390,393,384,439,401,402,392,421
E04501,東北電力株式会社,水力発電費,個別勘定科目合計,,厚生費,JPY,百万円,785,828,835,933,919,931,969,1004,988,1025
E04501,東北電力株式会社,水力発電費,内訳,厚生費,法定厚生費,JPY,百万円,637,669,727,771,775,779,802,857,822,846
E04501,東北電力株式会社,水力発電費,内訳,厚生費,一般厚生費,JPY,百万円,148,158,108,161,143,151,167,147,166,179
E04501,東北電力株式会社,水力発電費,個別勘定科目,,補償費,JPY,百万円,197,222,147,187,202,340,145,146,194,191
E04501,東北電力株式会社,水力発電費,個別勘定科目,,賃借料,JPY,百万円,125,142,124,134,234,185,195,420,414,418
E04501,東北電力株式会社,水力発電費,個別勘定科目,,非化石証書関連振替額,JPY,百万円,,,,,-678,385,-1842,489,-674,903
E04501,東北電力株式会社,水力発電費,区分合計,,合計,JPY,百万円,35778,37398,35343,34538,33876,34267,36645,35734,38747,43322
E04501,東北電力株式会社,汽力発電費,個別勘定科目合計,,燃料費,JPY,百万円,295157,340926,414276,345036,260269,443886,939589,738496,558664,458230
E04501,東北電力株式会社,汽力発電費,内訳,燃料費,助燃費及び蒸気料,JPY,百万円,1081,919,956,1778,772,612,752,1286,1023,708
E04501,東北電力株式会社,汽力発電費,内訳,燃料費,ガス費,JPY,百万円,186847,211753,284856,227320,168141,259626,481062,444020,364071,322031
E04501,東北電力株式会社,汽力発電費,内訳,燃料費,燃料油費,JPY,百万円,33868,27477,17260,9554,9368,29129,62166,35129,2656,169
E04501,東北電力株式会社,汽力発電費,内訳,燃料費,石炭費,JPY,百万円,72925,100329,110716,105890,81492,154001,395121,257535,190373,134772
E04501,東北電力株式会社,汽力発電費,内訳,燃料費,運炭費及び運搬費,JPY,百万円,435,446,487,492,494,517,485,524,540,548
E04501,東北電力株式会社,汽力発電費,個別勘定科目合計,,厚生費,JPY,百万円,1441,1476,1460,1365,1373,1346,1467,1486,1489,1561
E04501,東北電力株式会社,汽力発電費,内訳,厚生費,法定厚生費,JPY,百万円,1129,1164,1146,1114,1114,1084,1179,1229,1207,1258
E04501,東北電力株式会社,汽力発電費,内訳,厚生費,一般厚生費,JPY,百万円,312,312,314,251,259,262,288,257,281,303
E04501,東北電力株式会社,汽力発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,5439,6939,6905,7611,5963,4029,3515,2788,5606,5550
E04501,東北電力株式会社,汽力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,3078,4696,4637,4085,4871,3331,2816,2643,4701,5276
E04501,東北電力株式会社,汽力発電費,内訳,固定資産除却費,除却損,JPY,百万円,2361,2242,2267,3525,1092,697,699,145,905,274
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,給料手当,JPY,百万円,7066,7290,7042,7007,7091,6824,7292,7895,7919,8257
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,補償費,JPY,百万円,443,429,481,334,354,305,321,281,357,244
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,雑給,JPY,百万円,165,163,205,219,208,173,195,207,202,206
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,損害保険料,JPY,百万円,88,82,80,77,67,77,97,167,388,387
E04501,東北電力株式会社,汽力発電費,個別勘定科目合計,,諸税,JPY,百万円,5533,5692,5652,5304,5576,6486,6135,6685,6026,5544
E04501,東北電力株式会社,汽力発電費,内訳,諸税,固定資産税,JPY,百万円,5388,5593,5512,5197,4960,6041,5623,6093,5638,5114
E04501,東北電力株式会社,汽力発電費,内訳,諸税,雑税,JPY,百万円,145,99,139,107,616,444,512,592,388,430
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,消耗品費,JPY,百万円,1054,904,916,1161,960,721,807,947,941,1196
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,諸費,JPY,百万円,465,6789,559,733,549,973,1628,1798,2030,1635
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,賃借料,JPY,百万円,344,347,367,684,594,544,528,569,520,464
E04501,東北電力株式会社,汽力発電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-11,-23,-22,-13,-11,-16,-48,-139,-193,-208
E04501,東北電力株式会社,汽力発電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-7,-19,-15,-6,-3,-1,-1,-1,-7,-14
E04501,東北電力株式会社,汽力発電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-4,-3,-6,-6,-7,-15,-46,-137,-185,-194
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,委託費,JPY,百万円,6702,6884,6924,7309,7543,7156,6120,7361,7380,7528
E04501,東北電力株式会社,汽力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,51266,46385,42116,52366,54692,40978,45689,53277,39523,39175
E04501,東北電力株式会社,汽力発電費,内訳,減価償却費,試運転償却費,JPY,百万円,1184,,,11246,,325,2728,,,
E04501,東北電力株式会社,汽力発電費,内訳,減価償却費,特別償却費,JPY,百万円,682,,,,,,,,,
E04501,東北電力株式会社,汽力発電費,内訳,減価償却費,普通償却費,JPY,百万円,49399,46385,42116,41119,54692,40653,42960,53277,39523,39175
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,修繕費,JPY,百万円,45888,44975,37954,31147,30933,24995,33753,36082,45233,46080
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,廃棄物処理費,JPY,百万円,9738,10678,9776,9772,10192,10766,9986,10377,10612,11678
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,共有設備費等分担額,JPY,百万円,1,1,1,3,1,3,4,3,4,4
E04501,東北電力株式会社,汽力発電費,個別勘定科目,,附帯事業営業費用分担関連費振替額|貸方,JPY,百万円,,,0,0,0,0,0,0,0,0
E04501,東北電力株式会社,汽力発電費,区分合計,,合計,JPY,百万円,430787,479945,534700,470122,386363,549252,1057080,868289,686709,587537
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,原子力損害賠償資金補助法負担金,JPY,百万円,13,11,13,12,11,12,12,13,15,14
E04501,東北電力株式会社,原子力発電費,内訳,原子力損害賠償資金補助法負担金,原子力損害賠償資金補助法一般負担金,JPY,百万円,13,11,13,12,11,12,12,13,15,14
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,損害保険料,JPY,百万円,672,672,575,584,597,598,598,598,599,613
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,原子力発電施設解体費,JPY,百万円,4705,4628,7664,7269,7593,7813,8051,8405,,
